person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_0014,Z_N6,2025-03-10 10:10:40,2025-03-10 10:10:40,261,F,adult,2025-03-10,10
P_0014,Z_S4,2025-03-10 10:41:06,2025-03-10 10:15:42,0,F,adult,2025-03-10,10
P_0014,Z_C1,2025-03-10 10:19:50,2025-03-10 10:32:15,29,F,adult,2025-03-10,10
P_0014,Z_E1,2025-03-10 10:43:05,2025-03-10 10:43:11,19,F,adult,2025-03-10,10
P_0014,Z_C2,2025-03-10 10:50:27,2025-03-10 10:48:06,29,F,adult,2025-03-10,10
P_0014,Z_CK,2025-03-10 10:31:46,2025-03-10 10:32:51,65,F,teenager,2025-03-10,10
P_0014,Z_E2,2025-03-10 10:39:14,2025-03-10 10:39:23,0,F,teenager,2025-03-10,10
P_0014,Z_N5,2025-03-10 10:50:51,2025-03-10 10:36:13,45,F,adult,2025-03-10,10
P_0014,Z_N8,2025-03-10 10:47:09,2025-03-10 10:25:19,210,F,adult,2025-03-10,10
P_0014,Z_S5,2025-03-10 10:48:40,2025-03-10 10:49:58,78,F,adult,2025-03-10,10
P_0014,Z_C3,2025-03-10 10:29:51,2025-03-10 10:33:32,26,F,adult,2025-03-10,10
P_0014,Z_N9,2025-03-10 10:40:01,2025-03-10 10:40:01,78,M,young_adult,2025-03-10,10
P_0014,Z_S2,2025-03-10 10:41:53,2025-03-10 10:41:53,102,M,child,2025-03-10,10
P_0014,Z_N2,2025-03-10 10:43:40,2025-03-10 10:43:40,212,F,middle_aged,2025-03-10,10
P_0020,Z_N8,2025-03-10 10:59:19,2025-03-10 11:01:33,0,M,young_adult,2025-03-10,10
P_0020,Z_C1,2025-03-10 11:05:34,2025-03-10 11:05:48,14,M,young_adult,2025-03-10,11
P_0020,Z_C2,2025-03-10 11:13:30,2025-03-10 11:13:40,20,M,young_adult,2025-03-10,11
P_0020,Z_S5,2025-03-10 11:06:11,2025-03-10 11:07:33,82,M,young_adult,2025-03-10,11
P_0020,Z_C3,2025-03-10 11:08:01,2025-03-10 11:08:01,25,M,young_adult,2025-03-10,11
P_0020,Z_CK,2025-03-10 11:09:20,2025-03-10 11:09:20,250,M,young_adult,2025-03-10,11
P_0020,Z_S3,2025-03-10 11:14:12,2025-03-10 11:14:12,0,M,middle_aged,2025-03-10,11
P_0022,Z_N7,2025-03-10 11:30:31,2025-03-10 11:30:31,320,M,middle_aged,2025-03-10,11
P_0025,Z_N10,2025-03-10 11:56:11,2025-03-10 12:01:07,296,F,teenager,2025-03-10,11
P_0025,Z_E2,2025-03-10 12:19:30,2025-03-10 12:19:26,14,F,teenager,2025-03-10,12
P_0025,Z_S4,2025-03-10 12:07:43,2025-03-10 11:44:19,280,F,teenager,2025-03-10,12
P_0025,Z_S3,2025-03-10 11:42:16,2025-03-10 12:16:05,205,F,teenager,2025-03-10,11
P_0025,Z_C1,2025-03-10 12:15:17,2025-03-10 12:10:52,14,F,teenager,2025-03-10,12
P_0025,Z_S6,2025-03-10 11:46:12,2025-03-10 11:46:12,293,F,teenager,2025-03-10,11
P_0025,Z_E1,2025-03-10 11:55:16,2025-03-10 12:14:57,0,F,teenager,2025-03-10,11
P_0025,Z_C2,2025-03-10 12:14:00,2025-03-10 12:14:28,28,F,teenager,2025-03-10,12
P_0025,Z_C3,2025-03-10 12:09:10,2025-03-10 11:50:09,11,F,teenager,2025-03-10,12
P_0025,Z_N9,2025-03-10 12:18:16,2025-03-10 11:51:16,0,F,teenager,2025-03-10,12
P_0025,Z_N5,2025-03-10 12:09:39,2025-03-10 11:58:00,141,F,young_adult,2025-03-10,12
P_0025,Z_S5,2025-03-10 11:59:40,2025-03-10 11:59:40,156,F,young_adult,2025-03-10,11
P_0025,Z_S2,2025-03-10 12:02:45,2025-03-10 12:02:45,289,F,young_adult,2025-03-10,12
P_0025,Z_S7,2025-03-10 12:12:59,2025-03-10 12:15:41,162,F,middle_aged,2025-03-10,12
P_0030,Z_N7,2025-03-10 12:17:54,2025-03-10 12:23:35,0,M,senior,2025-03-10,12
P_0030,Z_N6,2025-03-10 12:21:31,2025-03-10 12:24:44,193,M,senior,2025-03-10,12
P_0030,Z_C1,2025-03-10 12:32:37,2025-03-10 12:32:50,13,M,senior,2025-03-10,12
P_0030,Z_C2,2025-03-10 12:39:07,2025-03-10 12:32:17,16,M,senior,2025-03-10,12
P_0030,Z_C3,2025-03-10 12:30:58,2025-03-10 12:31:18,20,M,senior,2025-03-10,12
P_0030,Z_N5,2025-03-10 12:26:11,2025-03-10 12:30:30,259,M,senior,2025-03-10,12
P_0030,Z_CK,2025-03-10 12:33:10,2025-03-10 12:35:13,123,M,senior,2025-03-10,12
P_0030,Z_E1,2025-03-10 12:35:40,2025-03-10 12:35:45,0,M,senior,2025-03-10,12
P_0030,Z_E2,2025-03-10 12:37:25,2025-03-10 12:37:33,0,M,senior,2025-03-10,12
P_0031,Z_CK,2025-03-10 12:18:20,2025-03-10 12:19:12,52,F,middle_aged,2025-03-10,12
P_0031,Z_C2,2025-03-10 12:20:07,2025-03-10 12:35:54,0,F,middle_aged,2025-03-10,12
P_0031,Z_S4,2025-03-10 12:20:52,2025-03-10 12:38:15,275,F,middle_aged,2025-03-10,12
P_0031,Z_N3,2025-03-10 12:23:00,2025-03-10 12:28:40,349,F,middle_aged,2025-03-10,12
P_0031,Z_N9,2025-03-10 12:34:56,2025-03-10 12:34:56,235,F,middle_aged,2025-03-10,12
P_0031,Z_N5,2025-03-10 12:26:10,2025-03-10 12:26:10,131,F,adult,2025-03-10,12
P_0031,Z_N2,2025-03-10 12:31:41,2025-03-10 12:29:33,96,F,adult,2025-03-10,12
P_0031,Z_E1,2025-03-10 12:40:55,2025-03-10 12:40:55,11,F,adult,2025-03-10,12
P_0019,Z_N2,2025-03-10 12:10:40,2025-03-10 10:55:13,111,M,adult,2025-03-10,12
P_0019,Z_N4,2025-03-10 10:48:11,2025-03-10 12:34:22,182,M,adult,2025-03-10,10
P_0019,Z_CK,2025-03-10 11:27:08,2025-03-10 12:35:53,107,M,adult,2025-03-10,11
P_0019,Z_C2,2025-03-10 12:38:20,2025-03-10 12:40:55,12,M,adult,2025-03-10,12
P_0019,Z_C3,2025-03-10 12:39:18,2025-03-10 12:39:28,19,M,adult,2025-03-10,12
P_0019,Z_N9,2025-03-10 12:17:03,2025-03-10 11:53:10,45,M,adult,2025-03-10,12
P_0019,Z_N10,2025-03-10 12:30:25,2025-03-10 12:22:19,40,M,adult,2025-03-10,12
P_0019,Z_C1,2025-03-10 12:28:54,2025-03-10 12:26:18,16,M,adult,2025-03-10,12
P_0019,Z_S3,2025-03-10 12:32:41,2025-03-10 12:34:39,118,M,adult,2025-03-10,12
P_0019,Z_E1,2025-03-10 12:35:32,2025-03-10 12:35:38,11,M,adult,2025-03-10,12
P_0019,Z_E2,2025-03-10 12:41:08,2025-03-10 12:37:27,11,M,adult,2025-03-10,12
P_0019,Z_N6,2025-03-10 11:03:55,2025-03-10 12:03:20,0,M,adult,2025-03-10,11
P_0019,Z_N5,2025-03-10 12:15:47,2025-03-10 12:40:29,163,M,adult,2025-03-10,12
P_0019,Z_N3,2025-03-10 12:00:09,2025-03-10 12:20:02,77,M,adult,2025-03-10,12
P_0019,Z_S4,2025-03-10 12:33:05,2025-03-10 12:36:44,219,M,adult,2025-03-10,12
P_0019,Z_S1,2025-03-10 12:15:13,2025-03-10 12:15:13,188,M,adult,2025-03-10,12
P_0019,Z_N1,2025-03-10 12:28:11,2025-03-10 12:12:18,184,M,adult,2025-03-10,12
P_0019,Z_N8,2025-03-10 12:39:45,2025-03-10 12:33:28,226,M,adult,2025-03-10,12
P_0019,Z_S7,2025-03-10 12:05:27,2025-03-10 12:30:48,258,F,middle_aged,2025-03-10,12
P_0019,Z_S6,2025-03-10 12:08:23,2025-03-10 12:38:00,75,F,middle_aged,2025-03-10,12
P_0019,Z_N7,2025-03-10 12:33:56,2025-03-10 12:40:12,97,M,adult,2025-03-10,12
P_0026,Z_N1,2025-03-10 12:36:23,2025-03-10 12:37:56,93,M,senior,2025-03-10,12
P_0026,Z_C2,2025-03-10 12:57:11,2025-03-10 12:46:26,13,M,senior,2025-03-10,12
P_0026,Z_S6,2025-03-10 11:43:20,2025-03-10 12:34:46,63,M,senior,2025-03-10,11
P_0026,Z_N6,2025-03-10 12:20:09,2025-03-10 12:53:41,186,M,senior,2025-03-10,12
P_0026,Z_C3,2025-03-10 12:50:47,2025-03-10 12:51:03,16,M,senior,2025-03-10,12
P_0026,Z_N8,2025-03-10 12:47:38,2025-03-10 12:49:24,106,M,senior,2025-03-10,12
P_0026,Z_S4,2025-03-10 11:49:21,2025-03-10 11:49:21,0,M,senior,2025-03-10,11
P_0026,Z_C1,2025-03-10 12:57:43,2025-03-10 12:45:32,18,M,senior,2025-03-10,12
P_0026,Z_E1,2025-03-10 12:57:31,2025-03-10 12:44:00,13,M,senior,2025-03-10,12
P_0026,Z_CK,2025-03-10 12:54:06,2025-03-10 12:43:15,89,M,senior,2025-03-10,12
P_0026,Z_N9,2025-03-10 12:29:40,2025-03-10 12:30:55,75,M,senior,2025-03-10,12
P_0026,Z_E2,2025-03-10 12:44:30,2025-03-10 12:44:40,16,M,young_adult,2025-03-10,12
P_0026,Z_S1,2025-03-10 12:14:11,2025-03-10 12:14:11,132,M,adult,2025-03-10,12
P_0026,Z_S3,2025-03-10 12:23:57,2025-03-10 12:23:57,320,M,middle_aged,2025-03-10,12
P_0026,Z_N4,2025-03-10 12:51:35,2025-03-10 12:52:52,77,M,child,2025-03-10,12
P_0032,Z_N1,2025-03-10 12:54:55,2025-03-10 12:22:53,213,F,young_adult,2025-03-10,12
P_0032,Z_N5,2025-03-10 13:07:16,2025-03-10 13:10:40,247,F,young_adult,2025-03-10,13
P_0032,Z_C1,2025-03-10 13:23:07,2025-03-10 13:23:18,11,F,young_adult,2025-03-10,13
P_0032,Z_CK,2025-03-10 13:06:23,2025-03-10 12:47:51,166,F,young_adult,2025-03-10,13
P_0032,Z_C2,2025-03-10 13:17:56,2025-03-10 12:53:22,18,F,young_adult,2025-03-10,13
P_0032,Z_C3,2025-03-10 13:03:45,2025-03-10 13:13:24,11,F,young_adult,2025-03-10,13
P_0032,Z_N10,2025-03-10 13:12:18,2025-03-10 12:45:40,208,F,young_adult,2025-03-10,13
P_0032,Z_E2,2025-03-10 12:41:16,2025-03-10 12:35:38,18,F,young_adult,2025-03-10,12
P_0032,Z_N6,2025-03-10 12:39:13,2025-03-10 12:54:34,235,F,middle_aged,2025-03-10,12
P_0032,Z_N9,2025-03-10 12:43:37,2025-03-10 13:14:02,318,F,middle_aged,2025-03-10,12
P_0032,Z_N2,2025-03-10 13:20:52,2025-03-10 12:46:39,0,F,middle_aged,2025-03-10,13
P_0032,Z_S5,2025-03-10 13:21:55,2025-03-10 13:21:55,150,F,middle_aged,2025-03-10,13
P_0032,Z_S1,2025-03-10 12:58:58,2025-03-10 12:51:51,54,F,middle_aged,2025-03-10,12
P_0032,Z_N3,2025-03-10 12:54:11,2025-03-10 12:58:38,188,F,middle_aged,2025-03-10,12
P_0032,Z_N7,2025-03-10 12:59:39,2025-03-10 12:59:39,88,F,adult,2025-03-10,12
P_0032,Z_E1,2025-03-10 13:15:32,2025-03-10 13:15:32,14,F,adult,2025-03-10,13
P_0034,Z_C2,2025-03-10 13:27:47,2025-03-10 13:28:17,30,F,teenager,2025-03-10,13
P_0034,Z_C3,2025-03-10 13:24:27,2025-03-10 13:24:36,0,F,teenager,2025-03-10,13
P_0034,Z_N7,2025-03-10 13:24:59,2025-03-10 13:27:32,153,F,teenager,2025-03-10,13
P_0034,Z_C1,2025-03-10 13:28:32,2025-03-10 13:28:47,15,F,teenager,2025-03-10,13
P_0034,Z_E2,2025-03-10 13:33:51,2025-03-10 13:34:09,18,F,teenager,2025-03-10,13
P_0008,Z_N1,2025-03-10 13:13:31,2025-03-10 12:59:55,253,F,senior,2025-03-10,13
P_0008,Z_E2,2025-03-10 12:16:08,2025-03-10 13:10:48,14,F,senior,2025-03-10,12
P_0008,Z_C1,2025-03-10 13:46:15,2025-03-10 13:46:32,26,F,senior,2025-03-10,13
P_0008,Z_C2,2025-03-10 13:40:48,2025-03-10 13:41:07,19,F,senior,2025-03-10,13
P_0008,Z_C3,2025-03-10 13:50:27,2025-03-10 13:50:30,34,F,senior,2025-03-10,13
P_0008,Z_N9,2025-03-10 12:35:49,2025-03-10 12:29:04,138,F,senior,2025-03-10,12
P_0008,Z_N6,2025-03-10 12:50:21,2025-03-10 11:47:11,253,F,adult,2025-03-10,12
P_0008,Z_N7,2025-03-10 13:24:50,2025-03-10 13:49:51,85,F,adult,2025-03-10,13
P_0008,Z_N4,2025-03-10 13:51:39,2025-03-10 12:18:11,264,F,adult,2025-03-10,13
P_0008,Z_CK,2025-03-10 13:29:06,2025-03-10 13:32:18,262,F,teenager,2025-03-10,13
P_0008,Z_S7,2025-03-10 13:06:45,2025-03-10 13:43:19,34,F,teenager,2025-03-10,13
P_0008,Z_N8,2025-03-10 13:50:47,2025-03-10 12:31:48,247,F,senior,2025-03-10,13
P_0008,Z_N3,2025-03-10 13:26:29,2025-03-10 13:35:50,143,F,senior,2025-03-10,13
P_0008,Z_S1,2025-03-10 11:02:56,2025-03-10 13:23:15,225,F,teenager,2025-03-10,11
P_0008,Z_E1,2025-03-10 13:44:08,2025-03-10 13:46:52,13,F,senior,2025-03-10,13
P_0008,Z_N5,2025-03-10 13:16:45,2025-03-10 13:39:02,283,F,teenager,2025-03-10,13
P_0008,Z_N2,2025-03-10 11:48:38,2025-03-10 12:23:27,68,F,young_adult,2025-03-10,11
P_0008,Z_N10,2025-03-10 13:47:19,2025-03-10 13:20:43,192,F,young_adult,2025-03-10,13
P_0008,Z_S4,2025-03-10 12:41:31,2025-03-10 12:43:54,143,F,child,2025-03-10,12
P_0008,Z_S2,2025-03-10 12:00:18,2025-03-10 12:00:37,19,F,child,2025-03-10,12
P_0008,Z_S3,2025-03-10 13:12:10,2025-03-10 13:50:12,109,M,middle_aged,2025-03-10,13
P_0008,Z_S5,2025-03-10 13:37:14,2025-03-10 13:37:35,21,M,middle_aged,2025-03-10,13
P_0008,Z_S6,2025-03-10 13:04:32,2025-03-10 13:44:42,170,F,young_adult,2025-03-10,13
P_0024,Z_S5,2025-03-10 11:40:36,2025-03-10 12:27:34,0,F,adult,2025-03-10,11
P_0024,Z_N3,2025-03-10 13:48:37,2025-03-10 12:56:41,75,F,adult,2025-03-10,13
P_0024,Z_C1,2025-03-10 13:52:34,2025-03-10 14:04:38,23,F,adult,2025-03-10,13
P_0024,Z_C3,2025-03-10 14:05:33,2025-03-10 13:48:08,11,F,adult,2025-03-10,14
P_0024,Z_N9,2025-03-10 12:46:33,2025-03-10 13:49:46,159,F,adult,2025-03-10,12
P_0024,Z_S1,2025-03-10 12:38:28,2025-03-10 12:40:49,141,F,adult,2025-03-10,12
P_0024,Z_N6,2025-03-10 13:57:55,2025-03-10 14:02:50,295,F,adult,2025-03-10,13
P_0024,Z_N5,2025-03-10 13:45:13,2025-03-10 13:55:20,215,F,teenager,2025-03-10,13
P_0024,Z_E1,2025-03-10 14:07:14,2025-03-10 14:07:26,12,F,middle_aged,2025-03-10,14
P_0024,Z_C2,2025-03-10 13:47:28,2025-03-10 13:47:41,13,F,adult,2025-03-10,13
P_0024,Z_N1,2025-03-10 13:38:13,2025-03-10 13:37:20,257,F,adult,2025-03-10,13
P_0024,Z_N7,2025-03-10 13:46:46,2025-03-10 13:26:15,180,F,child,2025-03-10,13
P_0024,Z_N8,2025-03-10 12:03:10,2025-03-10 12:57:44,168,F,middle_aged,2025-03-10,12
P_0024,Z_S4,2025-03-10 12:05:24,2025-03-10 14:00:36,318,F,middle_aged,2025-03-10,12
P_0024,Z_S3,2025-03-10 13:50:54,2025-03-10 13:51:15,242,F,middle_aged,2025-03-10,13
P_0024,Z_N10,2025-03-10 13:31:47,2025-03-10 13:43:42,237,F,middle_aged,2025-03-10,13
P_0024,Z_CK,2025-03-10 14:06:13,2025-03-10 14:01:05,227,F,middle_aged,2025-03-10,14
P_0024,Z_S6,2025-03-10 12:14:07,2025-03-10 13:46:18,98,F,teenager,2025-03-10,12
P_0024,Z_E2,2025-03-10 13:42:35,2025-03-10 13:41:46,18,F,middle_aged,2025-03-10,13
P_0024,Z_S7,2025-03-10 14:03:07,2025-03-10 14:04:19,72,F,adult,2025-03-10,14
P_0024,Z_S2,2025-03-10 13:05:23,2025-03-10 12:23:10,101,F,adult,2025-03-10,13
P_0024,Z_N4,2025-03-10 13:13:03,2025-03-10 12:51:42,48,F,teenager,2025-03-10,13
P_0007,Z_CK,2025-03-10 13:57:53,2025-03-10 13:53:38,192,M,young_adult,2025-03-10,13
P_0007,Z_E2,2025-03-10 13:20:59,2025-03-10 13:21:11,12,M,young_adult,2025-03-10,13
P_0007,Z_C1,2025-03-10 14:06:54,2025-03-10 14:07:28,34,M,young_adult,2025-03-10,14
P_0007,Z_S3,2025-03-10 14:00:53,2025-03-10 14:02:41,128,M,young_adult,2025-03-10,14
P_0007,Z_N4,2025-03-10 13:28:04,2025-03-10 13:13:51,202,M,adult,2025-03-10,13
P_0007,Z_N7,2025-03-10 13:51:08,2025-03-10 10:58:47,306,M,adult,2025-03-10,13
P_0007,Z_N8,2025-03-10 13:55:52,2025-03-10 13:56:42,50,M,adult,2025-03-10,13
P_0007,Z_N2,2025-03-10 13:42:08,2025-03-10 13:58:43,298,M,adult,2025-03-10,13
P_0007,Z_E1,2025-03-10 14:01:20,2025-03-10 14:01:36,16,M,adult,2025-03-10,14
P_0007,Z_C2,2025-03-10 14:05:59,2025-03-10 14:06:28,29,M,adult,2025-03-10,14
P_0007,Z_S1,2025-03-10 13:46:42,2025-03-10 12:55:30,32,M,middle_aged,2025-03-10,13
P_0007,Z_N9,2025-03-10 13:13:01,2025-03-10 12:48:55,203,M,adult,2025-03-10,13
P_0007,Z_S2,2025-03-10 12:38:26,2025-03-10 11:19:54,118,M,adult,2025-03-10,12
P_0007,Z_S7,2025-03-10 13:42:56,2025-03-10 14:04:14,154,M,middle_aged,2025-03-10,13
P_0007,Z_N3,2025-03-10 12:25:34,2025-03-10 13:36:47,127,M,adult,2025-03-10,12
P_0007,Z_C3,2025-03-10 13:51:33,2025-03-10 13:43:55,13,M,teenager,2025-03-10,13
P_0007,Z_N5,2025-03-10 13:32:54,2025-03-10 14:05:24,121,M,senior,2025-03-10,13
P_0007,Z_N10,2025-03-10 13:49:26,2025-03-10 13:54:24,291,M,middle_aged,2025-03-10,13
P_0007,Z_S5,2025-03-10 13:17:41,2025-03-10 13:20:34,173,M,adult,2025-03-10,13
P_0007,Z_S6,2025-03-10 13:00:22,2025-03-10 13:07:22,281,M,senior,2025-03-10,13
P_0007,Z_N1,2025-03-10 13:50:25,2025-03-10 13:40:31,304,M,adult,2025-03-10,13
P_0007,Z_N6,2025-03-10 13:36:20,2025-03-10 13:34:36,100,M,senior,2025-03-10,13
P_0007,Z_S4,2025-03-10 12:30:46,2025-03-10 12:12:23,166,M,adult,2025-03-10,12
P_0033,Z_S4,2025-03-10 13:27:07,2025-03-10 13:31:38,271,M,middle_aged,2025-03-10,13
P_0033,Z_S3,2025-03-10 13:50:28,2025-03-10 13:26:38,47,M,adult,2025-03-10,13
P_0033,Z_S7,2025-03-10 13:13:08,2025-03-10 13:45:10,163,M,adult,2025-03-10,13
P_0033,Z_N8,2025-03-10 14:10:06,2025-03-10 13:44:32,156,M,adult,2025-03-10,14
P_0033,Z_N3,2025-03-10 13:35:51,2025-03-10 13:37:25,94,M,adult,2025-03-10,13
P_0033,Z_N1,2025-03-10 13:53:06,2025-03-10 13:53:06,251,M,adult,2025-03-10,13
P_0033,Z_C1,2025-03-10 14:00:11,2025-03-10 13:46:41,14,M,adult,2025-03-10,14
P_0033,Z_CK,2025-03-10 14:01:03,2025-03-10 14:12:36,212,M,adult,2025-03-10,14
P_0033,Z_N5,2025-03-10 13:43:56,2025-03-10 13:11:23,146,M,adult,2025-03-10,13
P_0033,Z_N6,2025-03-10 13:05:32,2025-03-10 14:08:20,277,M,adult,2025-03-10,13
P_0033,Z_N10,2025-03-10 13:07:51,2025-03-10 13:23:49,288,M,adult,2025-03-10,13
P_0033,Z_C2,2025-03-10 13:10:28,2025-03-10 13:41:41,27,M,adult,2025-03-10,13
P_0033,Z_S6,2025-03-10 13:14:19,2025-03-10 13:16:11,112,M,adult,2025-03-10,13
P_0033,Z_E1,2025-03-10 13:49:27,2025-03-10 13:49:36,14,M,adult,2025-03-10,13
P_0033,Z_S1,2025-03-10 13:46:18,2025-03-10 13:50:05,227,M,adult,2025-03-10,13
P_0033,Z_C3,2025-03-10 13:41:21,2025-03-10 13:51:01,22,F,adult,2025-03-10,13
P_0033,Z_E2,2025-03-10 14:04:56,2025-03-10 13:37:51,12,F,adult,2025-03-10,14
P_0027,Z_C1,2025-03-10 14:01:17,2025-03-10 14:01:32,15,F,teenager,2025-03-10,14
P_0027,Z_N4,2025-03-10 14:06:27,2025-03-10 11:58:16,235,F,adult,2025-03-10,14
P_0027,Z_N8,2025-03-10 13:38:26,2025-03-10 11:54:21,194,F,adult,2025-03-10,13
P_0027,Z_C2,2025-03-10 14:05:26,2025-03-10 14:05:27,20,F,adult,2025-03-10,14
P_0027,Z_S3,2025-03-10 13:50:38,2025-03-10 14:04:13,162,F,adult,2025-03-10,13
P_0027,Z_N5,2025-03-10 13:05:41,2025-03-10 14:09:18,48,F,adult,2025-03-10,13
P_0027,Z_C3,2025-03-10 14:09:56,2025-03-10 14:10:30,34,F,adult,2025-03-10,14
P_0027,Z_S7,2025-03-10 13:08:50,2025-03-10 13:20:46,287,F,adult,2025-03-10,13
P_0027,Z_E1,2025-03-10 13:32:47,2025-03-10 13:33:05,18,F,adult,2025-03-10,13
P_0027,Z_CK,2025-03-10 14:05:45,2025-03-10 13:39:12,55,F,adult,2025-03-10,14
P_0027,Z_N6,2025-03-10 13:22:25,2025-03-10 13:15:26,77,F,adult,2025-03-10,13
P_0027,Z_N3,2025-03-10 13:48:14,2025-03-10 12:17:46,195,F,adult,2025-03-10,13
P_0027,Z_E2,2025-03-10 14:15:12,2025-03-10 13:23:52,15,F,adult,2025-03-10,14
P_0027,Z_N2,2025-03-10 13:29:13,2025-03-10 12:33:17,136,F,teenager,2025-03-10,13
P_0027,Z_N10,2025-03-10 14:07:00,2025-03-10 13:44:41,261,F,teenager,2025-03-10,14
P_0027,Z_N9,2025-03-10 13:56:23,2025-03-10 13:57:47,202,F,teenager,2025-03-10,13
P_0027,Z_S1,2025-03-10 13:36:25,2025-03-10 13:47:14,194,F,child,2025-03-10,13
P_0027,Z_S2,2025-03-10 12:19:19,2025-03-10 12:58:05,203,F,young_adult,2025-03-10,12
P_0027,Z_S5,2025-03-10 13:03:33,2025-03-10 12:32:43,62,F,adult,2025-03-10,13
P_0027,Z_S4,2025-03-10 12:35:28,2025-03-10 13:52:59,0,F,adult,2025-03-10,12
