person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_00019,Z_N7,2025-03-10 09:31:28,2025-03-10 09:31:29,1,F,adult,2025-03-10,9
P_00019,Z_C1,2025-03-10 09:31:39,,16,F,adult,2025-03-10,9
P_00019,Z_C1,2025-03-10 09:31:54,2025-03-10 09:31:55,1,F,adult,2025-03-10,9
P_00019,Z_C1,2025-03-10 09:32:09,2025-03-10 09:32:20,11,F,adult,2025-03-10,9
P_00019,Z_N6,2025-03-10 09:32:23,,140,F,adult,2025-03-10,9
P_00019,Z_E1,2025-03-10 09:32:27,2025-03-10 09:32:28,1,F,adult,2025-03-10,9
P_00029,Z_E2,2025-03-10 09:33:01,2025-03-10 09:33:13,12,M,young_adult,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:04:16,,35,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:04:23,2025-03-10 09:04:49,26,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:04:50,2025-03-10 09:04:51,1,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:05:04,,14,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:05:11,2025-03-10 09:05:18,7,F,teenager,2025-03-10,9
P_00005,Z_N6,2025-03-10 09:05:39,,247,F,teenager,2025-03-10,9
P_00005,Z_N4,2025-03-10 09:06:07,,60,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:06:57,2025-03-10 09:07:12,15,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:07:24,,11,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:07:31,2025-03-10 09:07:35,4,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:07:57,2025-03-10 09:07:58,1,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:08:04,,34,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:08:32,,34,F,teenager,2025-03-10,9
P_00005,Z_S1,2025-03-10 09:08:58,,96,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:09:05,2025-03-10 09:09:06,1,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:09:33,,140,F,teenager,2025-03-10,9
P_00005,Z_N6,2025-03-10 09:09:45,2025-03-10 09:09:46,1,F,teenager,2025-03-10,9
P_00005,Z_N1,2025-03-10 09:10:06,,277,F,teenager,2025-03-10,9
P_00005,Z_S1,2025-03-10 09:10:33,2025-03-10 09:10:34,1,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:10:53,,30,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:10:59,2025-03-10 09:11:12,13,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:11:22,2025-03-10 09:11:23,1,F,teenager,2025-03-10,9
P_00005,Z_N8,2025-03-10 09:11:26,,235,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:11:46,,23,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:11:52,2025-03-10 09:11:53,1,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:12:08,2025-03-10 09:12:09,1,F,teenager,2025-03-10,9
P_00005,Z_N10,2025-03-10 09:12:37,,50,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:12:47,2025-03-10 09:13:12,25,F,teenager,2025-03-10,9
P_00005,Z_S3,2025-03-10 09:13:27,,188,F,teenager,2025-03-10,9
P_00005,Z_N1,2025-03-10 09:14:42,2025-03-10 09:14:43,1,F,teenager,2025-03-10,9
P_00005,Z_S3,2025-03-10 09:16:34,2025-03-10 09:16:35,1,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:16:58,2025-03-10 09:17:07,9,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:17:08,,17,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:17:20,2025-03-10 09:17:40,20,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:17:46,2025-03-10 09:18:50,64,F,teenager,2025-03-10,9
P_00005,Z_N10,2025-03-10 09:20:35,2025-03-10 09:20:36,1,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:21:09,,263,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:21:38,2025-03-10 09:21:39,1,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:21:59,,34,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:22:21,,34,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:22:30,2025-03-10 09:22:41,11,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:23:15,2025-03-10 09:23:30,15,F,teenager,2025-03-10,9
P_00005,Z_N7,2025-03-10 09:23:48,,99,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:25:21,2025-03-10 09:25:22,1,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:25:29,,0,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:25:31,2025-03-10 09:25:32,1,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:25:42,2025-03-10 09:25:43,1,F,teenager,2025-03-10,9
P_00005,Z_N3,2025-03-10 09:25:55,,277,F,teenager,2025-03-10,9
P_00005,Z_N9,2025-03-10 09:26:38,2025-03-10 09:26:39,1,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:27:00,2025-03-10 09:27:12,12,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:27:23,2025-03-10 09:27:24,1,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:27:35,,14,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:27:42,,34,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:27:59,2025-03-10 09:28:00,1,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:28:15,2025-03-10 09:28:16,1,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:28:29,,18,F,teenager,2025-03-10,9
P_00005,Z_N10,2025-03-10 09:28:36,,109,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:28:50,2025-03-10 09:28:51,1,F,teenager,2025-03-10,9
P_00005,Z_N5,2025-03-10 09:29:16,,173,F,teenager,2025-03-10,9
P_00005,Z_CK,2025-03-10 09:29:22,,275,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:29:34,,20,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:29:52,,21,F,teenager,2025-03-10,9
P_00005,Z_N10,2025-03-10 09:30:24,2025-03-10 09:30:25,1,F,teenager,2025-03-10,9
P_00005,Z_C2,2025-03-10 09:30:36,2025-03-10 09:30:37,1,F,teenager,2025-03-10,9
P_00005,Z_N7,2025-03-10 09:30:40,,266,F,teenager,2025-03-10,9
P_00005,Z_C1,2025-03-10 09:30:51,2025-03-10 09:30:52,1,F,teenager,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:31:06,2025-03-10 09:31:07,1,F,teenager,2025-03-10,9
P_00005,Z_CK,2025-03-10 09:32:06,,287,F,teenager,2025-03-10,9
P_00005,Z_S4,2025-03-10 09:32:33,,188,F,teenager,2025-03-10,9
P_00005,Z_CK,2025-03-10 09:33:56,2025-03-10 09:33:57,1,F,teenager,2025-03-10,9
P_00030,Z_E2,2025-03-10 09:34:19,2025-03-10 09:34:33,14,F,adult,2025-03-10,9
P_00031,Z_E2,2025-03-10 09:34:55,2025-03-10 09:35:04,9,F,senior,2025-03-10,9
P_00032,Z_E2,2025-03-10 09:36:02,2025-03-10 09:36:07,5,F,middle_aged,2025-03-10,9
P_00028,Z_E1,2025-03-10 09:32:16,,12,F,adult,2025-03-10,9
P_00028,Z_N8,2025-03-10 09:32:26,,66,F,adult,2025-03-10,9
P_00028,Z_C1,2025-03-10 09:32:44,2025-03-10 09:33:04,20,F,adult,2025-03-10,9
P_00028,Z_C2,2025-03-10 09:33:28,,23,F,adult,2025-03-10,9
P_00028,Z_N2,2025-03-10 09:33:43,,242,F,adult,2025-03-10,9
P_00028,Z_C2,2025-03-10 09:33:50,2025-03-10 09:33:51,1,F,adult,2025-03-10,9
P_00028,Z_C3,2025-03-10 09:34:25,2025-03-10 09:34:38,13,F,adult,2025-03-10,9
P_00028,Z_N4,2025-03-10 09:35:05,,138,F,adult,2025-03-10,9
P_00028,Z_S4,2025-03-10 09:35:40,2025-03-10 09:35:41,1,F,adult,2025-03-10,9
P_00028,Z_C1,2025-03-10 09:36:34,2025-03-10 09:36:41,7,F,adult,2025-03-10,9
P_00028,Z_CK,2025-03-10 09:36:52,2025-03-10 09:36:53,1,F,adult,2025-03-10,9
P_00024,Z_N6,2025-03-10 09:30:36,,228,M,young_adult,2025-03-10,9
P_00024,Z_S2,2025-03-10 09:31:12,2025-03-10 09:31:13,1,M,young_adult,2025-03-10,9
P_00024,Z_C1,2025-03-10 09:31:58,,31,M,young_adult,2025-03-10,9
P_00024,Z_N8,2025-03-10 09:33:31,2025-03-10 09:33:32,1,M,young_adult,2025-03-10,9
P_00024,Z_C2,2025-03-10 09:34:38,2025-03-10 09:34:39,1,M,young_adult,2025-03-10,9
P_00024,Z_N8,2025-03-10 09:34:46,,170,M,young_adult,2025-03-10,9
P_00024,Z_C3,2025-03-10 09:34:54,2025-03-10 09:35:18,24,M,young_adult,2025-03-10,9
P_00024,Z_N9,2025-03-10 09:35:43,,211,M,young_adult,2025-03-10,9
P_00024,Z_C2,2025-03-10 09:35:50,2025-03-10 09:36:14,24,M,young_adult,2025-03-10,9
P_00024,Z_C1,2025-03-10 09:36:23,,18,M,young_adult,2025-03-10,9
P_00024,Z_CK,2025-03-10 09:36:55,2025-03-10 09:37:09,14,M,young_adult,2025-03-10,9
P_00034,Z_E1,2025-03-10 09:37:23,2025-03-10 09:37:31,8,M,adult,2025-03-10,9
P_00026,Z_N5,2025-03-10 09:31:25,2025-03-10 09:32:07,42,M,young_adult,2025-03-10,9
P_00026,Z_C1,2025-03-10 09:32:24,2025-03-10 09:32:25,1,M,young_adult,2025-03-10,9
P_00026,Z_N7,2025-03-10 09:34:20,2025-03-10 09:34:21,1,M,young_adult,2025-03-10,9
P_00026,Z_N4,2025-03-10 09:34:42,,210,M,young_adult,2025-03-10,9
P_00026,Z_N7,2025-03-10 09:35:06,2025-03-10 09:35:06,0,M,young_adult,2025-03-10,9
P_00026,Z_E1,2025-03-10 09:37:33,2025-03-10 09:37:34,1,M,young_adult,2025-03-10,9
P_00036,Z_E1,2025-03-10 09:37:41,2025-03-10 09:37:47,6,M,adult,2025-03-10,9
P_00013,Z_E2,2025-03-10 09:22:46,,17,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:23:02,,17,M,young_adult,2025-03-10,9
P_00013,Z_S3,2025-03-10 09:23:27,,142,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:23:36,2025-03-10 09:23:43,7,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:23:48,2025-03-10 09:23:49,1,M,young_adult,2025-03-10,9
P_00013,Z_S3,2025-03-10 09:24:04,2025-03-10 09:24:50,46,M,young_adult,2025-03-10,9
P_00013,Z_S3,2025-03-10 09:25:48,2025-03-10 09:25:49,1,M,young_adult,2025-03-10,9
P_00013,Z_N1,2025-03-10 09:25:56,,205,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:26:24,,32,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:26:40,,18,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:26:55,2025-03-10 09:26:56,1,M,young_adult,2025-03-10,9
P_00013,Z_C3,2025-03-10 09:27:06,,23,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:27:23,2025-03-10 09:27:34,11,M,young_adult,2025-03-10,9
P_00013,Z_N8,2025-03-10 09:27:50,,183,M,young_adult,2025-03-10,9
P_00013,Z_S2,2025-03-10 09:27:56,,197,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:28:23,2025-03-10 09:28:47,24,M,young_adult,2025-03-10,9
P_00013,Z_S3,2025-03-10 09:29:01,2025-03-10 09:29:02,1,M,young_adult,2025-03-10,9
P_00013,Z_N4,2025-03-10 09:29:25,,153,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:29:36,2025-03-10 09:29:46,10,M,young_adult,2025-03-10,9
P_00013,Z_C3,2025-03-10 09:30:02,2025-03-10 09:30:17,15,M,young_adult,2025-03-10,9
P_00013,Z_N8,2025-03-10 09:30:52,2025-03-10 09:30:53,1,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:31:22,2025-03-10 09:31:53,31,M,young_adult,2025-03-10,9
P_00013,Z_N4,2025-03-10 09:31:57,2025-03-10 09:31:58,1,M,young_adult,2025-03-10,9
P_00013,Z_C3,2025-03-10 09:32:07,2025-03-10 09:32:35,28,M,young_adult,2025-03-10,9
P_00013,Z_CK,2025-03-10 09:32:54,,255,M,young_adult,2025-03-10,9
P_00013,Z_N7,2025-03-10 09:33:01,,80,M,young_adult,2025-03-10,9
P_00013,Z_C1,2025-03-10 09:33:33,2025-03-10 09:33:47,14,M,young_adult,2025-03-10,9
P_00013,Z_C2,2025-03-10 09:34:15,,24,M,young_adult,2025-03-10,9
P_00013,Z_N6,2025-03-10 09:34:23,2025-03-10 09:34:24,1,M,young_adult,2025-03-10,9
P_00013,Z_N5,2025-03-10 09:35:17,2025-03-10 09:35:18,1,M,young_adult,2025-03-10,9
P_00013,Z_N8,2025-03-10 09:37:35,2025-03-10 09:37:36,1,M,young_adult,2025-03-10,9
P_00013,Z_CK,2025-03-10 09:37:54,2025-03-10 09:37:55,1,M,young_adult,2025-03-10,9
P_00035,Z_E1,2025-03-10 09:37:37,2025-03-10 09:37:56,19,M,middle_aged,2025-03-10,9
P_00039,Z_E2,2025-03-10 09:38:30,2025-03-10 09:38:46,16,M,young_adult,2025-03-10,9
P_00037,Z_C2,2025-03-10 09:37:58,,15,M,young_adult,2025-03-10,9
P_00037,Z_C2,2025-03-10 09:38:03,,21,M,young_adult,2025-03-10,9
P_00037,Z_N4,2025-03-10 09:38:11,2025-03-10 09:38:12,1,M,young_adult,2025-03-10,9
P_00037,Z_C2,2025-03-10 09:38:23,2025-03-10 09:38:24,1,M,young_adult,2025-03-10,9
P_00037,Z_C1,2025-03-10 09:38:38,2025-03-10 09:38:39,1,M,young_adult,2025-03-10,9
P_00037,Z_C2,2025-03-10 09:38:45,,0,M,young_adult,2025-03-10,9
P_00037,Z_C1,2025-03-10 09:38:51,,29,M,young_adult,2025-03-10,9
P_00037,Z_S6,2025-03-10 09:38:56,,236,M,young_adult,2025-03-10,9
P_00037,Z_C3,2025-03-10 09:39:04,,16,M,young_adult,2025-03-10,9
P_00037,Z_N9,2025-03-10 09:39:13,2025-03-10 09:39:14,1,M,young_adult,2025-03-10,9
P_00037,Z_E2,2025-03-10 09:39:28,2025-03-10 09:39:29,1,M,young_adult,2025-03-10,9
P_00041,Z_E1,2025-03-10 09:40:06,2025-03-10 09:40:20,14,F,young_adult,2025-03-10,9
P_00042,Z_E2,2025-03-10 09:40:26,2025-03-10 09:40:32,6,F,middle_aged,2025-03-10,9
